ttfb,duration,audio_duration,streamed
0.4848481520002679,2.413013621000573,4.600041666666668,True
0.5282432970016089,1.4253874120004184,2.4800416666666667,True
0.7127963769999042,5.068502030999298,10.120041666666664,True
0.6867053269997996,3.855287132999365,7.56004166666667,True
0.5210772560003534,1.4903442320010072,2.600041666666667,True
0.6967825149986311,4.0305134459995315,7.960041666666671,True
0.5169163969985675,0.8889474640000117,1.2800416666666665,True
0.6297559359991283,6.935449433998656,14.560041666666647,True
0.7043605449998722,4.421119984999677,8.640041666666669,True
0.6961587480000162,9.931155730000683,20.600041666666627,True
1.2979622420007217,19.216221389000566,40.16004166666669,True
0.7338246680010343,18.284085118000803,39.28004166666668,True
0.7593771009996999,33.53522382299889,72.96004166666717,True
0.6077149899992946,10.838185814000099,23.040041666666617,True
0.693018291000044,9.595413540000663,20.120041666666626,True
0.9208785770006216,10.378132318999633,21.360041666666625,True
